type,text
shimei,刺身 は 調味 つま のみ に な ッ て 噎 おくび で 応答 うけ こたえ を する ころ に な ッ て 、 お 政 は 、 例 の 所 へ で も 往き たく な ッ た か 、 ふと 起た ッ て 坐 舗 ざし き を 出 た 。
shimei,前回 参看 ※［＃ 白 ゴマ 点 、 169 - 10 ］ 文三 は 既に お 勢 に 窘 たしなめ られ て 、 憤然 として 部屋 へ 駈 戻 かけ も ど ッ た 。 さて それ から は 独り 演劇 し ばい 、 泡 あわ を 噛 かん だり 、 拳 こぶし を 握 ッ たり 。 どう 考え て 見 て も 心外 で たまら ぬ 。 「 本田 さん が 気に入り まし た 」 それ は 一時 の 激語 、 も 承知 し て いる で も なく 、 又 い ない で も 無い 。 から 、 強 あながち それ ばかり を 怒 ッ た 訳 で も ない が 、 只 ただ 腹 が 立つ 、 まだ 何 か 他 た の 事 で 、 おそろしく お 勢 に 欺 あざむか れ た よう な 心地 が し て 、 訳 も なく 腹 が 立つ 。
shimei,勇 は シャツ を 脱ぎ ながら 、
shimei,千 悔 、 万 悔 、 臍 ほぞ を 噬 かん で いる 胸元 を 貫く よう な 午砲 ご ほう の 響 ひびき 。 それ と 同時に 「 御膳 ごぜ ん で 御座い ます よ 」 。 けれど 、 ほ いき た と 云 ッ て 降り られ も し ない 。 二 三 度 呼ば れ て 拠 よんどころ無く 、 薄 気味 わる わる 降り て みれ ば 、 お 政 は も ウ 帰 ッ て い て 、 娘 と 取 膳 とり ぜん で 今 食事 最中 。 文三 は 黙礼 を し て 膳 に 向 ッ た 。 「 も ウ 咄 し た か 、 まだ 咄 さ ぬ か 」 と 思え ば 胸 も 落着 か ず 、 臆病 おくびょう で 好事 もの ず き な 眼 を 額 越 ひ た えごし に そ ッ と 親子 へ 注い で みれ ば お 勢 は 澄まし た 顔 、 お 政 は 意味 の 無い 顔 、 … … 咄 し た と も 付か ず 、 咄 さ ぬ と も 付か ぬ 。
shimei,千早 振 ち はや ふる 神無月 か みな づき も もはや 跡 二 日 ふつ か の 余波 なごり と な ッ た 二 十 八 日 の 午後 三 時 頃 に 、 神田 見附 かん だ み つけ の 内 より 、 塗 渡 とわ たる 蟻 あり 、 散る 蜘蛛 くも の 子 と うようよ ぞ よ ぞ よ 沸 出 わき い で て 来る の は 、 孰 いずれ も 顋 おと がい を 気 に し 給 たまう 方々 。 しかし 熟 々 つらつら 見 て 篤 とくと 点 ※(「 て へん ＋ 僉 」 、 第 3 水準 1 - 84 - 94 ) て ん けんする と 、 これ に も 種々 さまざま 種類 の ある もの で 、 まず 髭 ひ げ から 書立てれ ば 、 口髭 、 頬 髯 ほお ひ げ 、 顋 あご の 鬚 ひ げ 、 暴 やけ に 興起 おや し た 拿破 崙髭 ナポレオン ひ げ に 、 狆 チン の 口 めい た 比 斯馬 克 髭 ビスマルク ひ げ 、 その ほか 矮鶏 髭 ちゃぼ ひ げ 、 貉 髭 むじなひげ 、 あり や なし や の 幻 の 髭 と 、 濃く も 淡う すく も いろいろ に 生 分 は え わかる 。 髭 に 続い て 差 ちがい の ある の は 服飾 み なり 。 白木屋 しろき や 仕込み の 黒 物 くろい もの ずくめ に は 仏蘭西 フランス 皮 の 靴 くつ の 配偶 めおと は ありうち 、 これ を 召す 方様 かた さま の 鼻毛 は 延び て 蜻蛉 とんぼ を も 釣 つる べし と いう 。 これ より 降 くだっ て は 、 背 皺 せ じ わ よる と 枕詞 まくら ことば の 付く 「 スコッチ 」 の 背広 に ゴリゴリ する ほど の 牛 の 毛皮 靴 、 そこで 踵 かかと に お 飾 を 絶 たやさ ぬ ところ から 泥 ど ろ に 尾 を 曳 ひく 亀甲 洋 袴 かめ の こ ズボン 、 いずれ も 釣 つる しんぼう の 苦患 く げん を 今 に 脱せ ぬ 貌付 か おつき 。 デモ 持主 は 得意 な もの で 、 髭 あり 服 あり 我 また 奚 なに を か ※(「 不 ／ 見 」 、 第 3 水準 1 - 91 - 88 ) もとめん と 済し た 顔色 がん しょく で 、 火 を くれ た 木頭 も くず と 反身 そっくり か えッ て お 帰り 遊ばす 、 イヤ お 羨 うらやましい こと だ 。 その後 あと より 続い て 出 て お出で な さる は 孰 いずれ も 胡麻塩 ごま し お 頭 、 弓 と 曲げ て も 張 の 弱い 腰 に 無残 や 空 から 弁当 を 振 垂 ぶらさげ て ヨタヨタ もの で お 帰り なさる 。 さては 老朽 し て も さすが は まだ 職 に 堪 たえる もの か 、 しかし 日本 服 でも 勤め られる お 手軽 な お 身の上 、 さり と は また お 気の毒 な 。
shimei,午後 は チト 風 が 出 た が ますます 上 天気 、 殊 こと に は 日曜 と 云う ので 団子 坂 近傍 は 花 観る 人 が 道 去り 敢 あえ ぬ ばかり 。 イヤ 出 た ぞ 出 た ぞ 、 束髪 も 出 た 島田 も 出 た 、 銀杏 返 いちょう が え しも 出 た 丸髷 まる まげ も 出 た 、 蝶々 ちょうちょ う 髷 も 出 た お ケシ も 出 た 。 ○ ○ なに なに 会 幹事 、 実は 古 猫 の 怪 という 、 鍋島 なべ しま 騒動 を 生 しょう で 見る よう な 「 マダム 」 某 なにがし も 出 た 。 芥子 けし の 実 ほど の 眇 少 かわいらしい 智慧 ち え を 両足 に 打込ん で 、 飛 だり 跳 はね たり を 夢 に まで 見る 「 ミス 」 某 も 出 た 。 お 乳母 も 出 た お 爨婢 さん どん も 出 た 。 ぞろりと し た 半 元服 、 一夫 数 妻 いっ ぷすさい 論 の 未だ 行わ れる 証拠 に 上り そう な 婦人 も 出 た 。 イヤ 出 た ぞ 出 た ぞ 、 坊主 も 出 た 散髪 ざんぎりも 出 た 、 五 分 刈 も 出 た チョン 髷 も 出 た 。 天帝 の 愛子 あいし 、 運命 の 寵臣 ちょうし ん 、 人 の 中 うちの人 、 男 の 中 なか の 男 と 世 の 人 の 尊重 の 的 、 健 羨 けんせん の 府 と なる 昔 所 謂 いわゆる お 役人 様 、 今 の 所 謂 官員 さま 、 後 の 世 に なれ ば 社会 の 公僕 とか 何とか 名 告 なのる べき 方々 も 出 た 。 商賈 しょ う こ も 出 た 負 販 ふ はん の 徒 も 出 た 。 人 の 横 面そ っぽう を 打 曲 はり まげる が 主義 で 、 身 を 忘れ 家 を 忘れ て 拘留 の 辱 はずかしめ に 逢 あい そう な 毛臑 けず ね 暴出 さらけだし の 政治 家 も 出 た 。 猫 も 出 た 杓子 しゃく しも 出 た 。 人様 々 の 顔 の 相好 すまい 、 おもいおもい の 結髪 風姿 か みか たち 、 聞覩 ぶん と に 聚 あつまる 衣 香 襟 影 いこう きん えい は 紛然 雑然 として 千 態 万 状 ばん じ ょう 、 ナッカ なか 以 て 一々 枚挙 する に 遑 いと ま あら ず で 、 それに この 辺 は 道幅 みち は ば が 狭隘 せ ば い ので 尚 お 一段 と 雑沓 ざっとう する 。 その また 中 を 合 乗 で 乗切る 心無し 奴 め も 有難 ありがた の 君が代 に 、 その 日 活計 ぐらし の 土地 の 者 が 摺 附 木 マッチ の 函 は こ を 張り ながら 、 往来 の 花 観る 人 を のみ 眺 ながめ て 遂に 真 まこと の 花 を 観 ず に しまう か と 、 おもえ ば 実に 浮世 は いろいろ さまざま 。
shimei,叔母 で すら 愛想 あいそ を 尽かす に 、 親 なれ ば こそ 子 なれ ば こそ 、 ふがいない と 云 ッ て 愚痴 を も 溢 さ ず 茶 断 まで し て 子 を 励ます 、 その 親心 を 汲分 くみ わけ て は 難 有 泪 ありがた なみ だに 暮れ そう な もの 、 トサ 文 三 自分 に も 思 ッ た が 、 どう し た もの か 感涙 も 流れ ず 、 唯 何 なに と なく お 勢 の 帰り が 待遠しい 。
shimei,叔母 に 一礼 し て 文三 が 起 上 ッ て 、 そこそこ に 部屋 へ 戻 ッ て 、 室 し つ の 中央 に 突立 つっ た ッ たま まで 坐り も せ ず 、 良 やや 暫く の 間 と 云う もの は 造 付 つくり つけ の 木偶 に ん ぎょ う の 如く に 黙然 と し て い た が 、 やがて 溜息 ためいき と共に 、
shimei,叔母 の 心事 を 察 する に 、 叔母 は お 勢 の 身 の 固まる の を 楽 み に し て い た に 相違 ない 。 来年 の 春 を 心 待 に 待て い た に 相違 ない 。 アノ 帯 を アア し て コノ 衣服 を こうして と 私 ひそか に 胸算用 を し て い た に 相違 ない 。 それ が 文 三 が 免職 に 成 ッ た ばかり で ガラリト 宛 あて が 外れ た ので 、 それ で 失望 し た に 相違 ない 。 凡 およそ 失望 は 落胆 を 生み 落胆 は 愚痴 を 生む 。 「 叔母 の 言 艸 いい ぐさ を 愛想 尽 あいそ づか し と 聞取 ッ た の は 全く 此方 こちら の 僻 耳 ひがみ み で 、 或は 愚痴 で 有 ッ た かも 知れ ん 」 ト 云う 所 に 文 三 気 が 附い た 。
shimei,叔父 は 園田 孫 兵衛 その だま ご べ えと 言い て 、 文 三 の 亡父 の 為 め に は 実弟 に 当る 男 、 慈悲 深く 、 憐 あわ れ ッ ぽく 、 しかも 律義 り ちぎ 真当 まっとう の 気質 ゆえ 人 の 望 うけ も 宜 いが 、 惜 おしい か な 些 ちと 気 が 弱 すぎる 。 維新 後 は 両刀 を 矢立 や たて に 替え て 、 朝夕 算盤 そろ ばん を 弾 はじい て は 見 た が 、 慣れ ぬ 事 と て 初 の 内 は 損 毛 そんもう ばかり 、 今日 に 明日 あす に と 喰込 くいこん で 、 果 は 借金 の 淵 ふち に 陥 はまり 、 どう しよ う こう しよ う と 足 掻 あがき ※(「 足 へん ＋ 宛 」 、 第 3 水準 1 - 92 - 36 ) もがい て いる 内 、 不 図 し た 事 から 浮 み 上 あがっ て 当今 で は 些 と は 資本 も 出来 、 地面 を も 買い 小金 を も 貸 付け て 、 家 を 東京 に 持ち ながら 、 その 身 は 浜 の さる 茶店 さて ん の 支配人 を し て いる 事 なれ ば 、 左 而已 さ のみ 富貴 ふっき と 言う で も ない が 、 まず 融通 ゆとり の ある 活計 くらし 。 留守 を 守る 女房 の お 政 まさ は 、 お 摩 さすり から ずるずる の 後 配 のち ぞい 、 歴 れっきとした 士族 の 娘 と 自分 で は いう が … … チト 考え物 。 しかし とにかく 如才 の ない 、 世辞 の よい 、 地代 から 貸金 の 催促 まで 家事 一切 独 ひとり で 切っ て 廻る 程 あっ て 、 万事 に 抜目 の ない 婦人 。 疵 瑕 き ず と 言 ッ て は 唯 ただ 大 酒飲み で 、 浮気 で 、 しかも 針 を 持つ 事 が キツイ 嫌 きらい と いう ばかり 。 さしたる 事 も ない が 、 人事 は よく 言い た がら ぬ が 世 の 習い 、 「 あの 婦人 おんな は 裾 張 蛇 す そっ ぱりじゃの 変 生 へ ん しょ う だろ う 」 ト 近辺 の 者 は 影 人形 を 使う とか 言う 。 夫婦 の 間 に 二 人 の 子 が ある 。 姉 を お 勢 せい と 言 ッ て 、 その 頃 は まだ 十 二 の 蕾 つぼみ 、 弟 おと と を 勇 いさみ と 言 ッ て 、 これ も また 袖 で 鼻汁 は な 拭 ふく 湾 泊 盛 わん ぱく ざかり （ これ は 当今 は 某 校 に 入 舎 し て い て 宅 に は 居ら ぬ ので ） 、 ト いう 家内 ゆえ 、 叔母 一 人 の 機 き に 入れ ば イザコザ は 無い が 、 さて 文 三 に は 人 の 機嫌 き げん気 褄 き づま を 取る など という 事 は 出来 ぬ 。 唯心 ばかり は 主 しゅうと も 親 とも 思 ッ て 善く 事 つかえる が 、 気 が 利き か ぬ と 言 ッ て は 睨付 ねめ つけ られる 事 何時も 何時 も 、 その 度 ごと に 親 の 難 有 あり がた サ が 身 に 染 しみ 骨 に 耐 こたえ て 、 袖 に 露 を 置く こと は 有り ながら 、 常に 自ら 叱 しか ッ て ジット 辛抱 、 使 歩行 つかい ある き を する 暇 いと ま に は 近辺 の 私塾 へ 通学 し て 、 暫し ばら らく 悲しい 月日 を 送 ッ て いる 。 ト 或 る 時 、 某 学校 で 生徒 の 召募 が ある と 塾 で の 評判 取り 取り 、 聞け ば 給費 だ と いう 。 何 も 試し だ と 文三 が 試験 を 受け て 見 た ところ 、 幸い に し て 及第 する 、 入 舎 する 、 ソレ 給費 が 貰 もらえる 。 昨日 きのう まで は 叔父 の 家 と は 言い ながら 食客 い そう ろう の 悲し さ に は 、 追使わ れ た うえ 気 兼 苦労 而已 のみ を し て い た の が 、 今日 は 外 ほか に 掣肘 ひか れる 所 も なく 、 心 一 杯 に 勉強 の 出来る 身の上 と なっ た から 、 ヤ 喜ん だ の 喜ば ない の と 、 それ は それ は 雀躍 こおどり まで し て 喜ん だ が 、 しかし 書生 と 言 ッ て も これ も また 一 苦界 ひ とく がい 。 固 もと より 余所 よそ 外 ほか の お ぼ ッ ちゃ ま 方 と は 違い 、 親 から 仕送り など という 洒落 しゃれ は ない から 、 無駄 遣 むだ づか い と て は 一銭 も なら ず 、 また 為 しよ う とも 思わず し て 、 唯 ただ 一心に 、 便 たより の ない 一 人 の 母親 の 心 を 安め ね ば なら ぬ 、 世話 に なっ た 叔父 へ も 報恩 おん が え し を せ ね ば なら ぬ 、 と 思う 心 より 、 寸陰 を 惜 ん で の 刻苦 勉強 に 学業 の 進み も 著 る しく 、 何時 の 試験 に も 一番 と 言 ッ て 二 番 と は 下さ がら ぬ 程 ゆえ 、 得難い 書生 と 教員 も 感心 する 。 サア そうなると 傍 は た が 喧 やかましい 。 放蕩 ほうとう と 懶惰 らん だ と を 経緯 たて ぬき の 糸 に し て 織 上 おり あがっ た お ぼ ッ ちゃ ま 方 が 、 不 負 魂 まけ じ だまし い の 妬 ねたみ 嫉 そねみ から お むずかり 遊ばす けれども 、 文三 は それ 等 の 事 に は 頓着 とん じゃ く せ ず 、 独り ネビッチョ 除 のけ 物 と 成 ッ て 朝夕 勉強 三昧 ざんまい に 歳月 を 消磨 する 内 、 遂に 多年 蛍雪 けい せつ の 功 が 現われ て 一片 の 卒業 証書 を 懐い だ き 、 再び 叔父 の 家 を 東道 あるじ と する よう に 成 ッ た から まず 一安心 と 、 それ より 手 を 替え 品 を 替え 種々 さまざま に し て 仕官 の 口 を 探す が 、 さて 探す と なる と 無い もの で 、 心ならずも 小 半年 ばかり 燻 くすぶ ッ て いる 。 その間 始終 叔母 に いぶさ れる 辛 ら さ 苦し さ 、 初 はじめ は 叔母 も 自分 ながら けぶ そう な 貌 かお を し て 、 やわ や わ 吹 付け て い た から まず 宜 よ か ッ た が 、 次第に いぶし 方 に 念 が 入 ッ て 来 て 、 果 は 生 松葉 な まま つば に 蕃椒 とう が らし を くべる よう に 成 ッ た から 、 その けぶい こと この上なし 。 文 三 も 暫 らく は 鼻 を も 潰 つぶし て い たれ 、 竟 ついに は 余り の けぶ さ に 堪え 兼 て 噎返 むせかえる 胸 を 押鎮 おし しずめ かね た 事 も 有 ッ た が 、 イヤイヤ これ も 自分 が 不 甲斐 ふがいない から だ と 、 思い返し て ジット 辛抱 。 そういう ところ ゆえ 、 その後 或 人 の 周旋 で 某 省 の 准 じゅん 判 任 御用 係 と な ッ た 時 は 天 へ も 昇る 心地 が さ れ て 、 ホッ と 一息 吐 つき は 吐い た が 、 始 て 出勤 し た 時 は 異 お つ な 感じ が し た 。 まず 取調 物 を 受取っ て 我 坐 に なおり 、 さて 落着 て 居 廻り を 視 回 みまわす と 、 仔細 し さ い らしく 頸 く び を 傾か たぶ け て 書物 か きもの を する もの 、 蚤 取 眼 のみ とり まなこ に なっ て 校合 きょうごう を する もの 、 筆 を 啣 くわえ て 忙 いそ が わし 気 に 帳簿 を 繰る もの と 種々 さまざま 有る 中 に 、 ちょうど 文 三 の 真 向う に 八 字 の 浪 を 額 に 寄せ 、 忙 いそ が わ しく 眼 を しばたたき ながら 間断 たゆみ も なく 算盤 を 弾 はじい て い た 年配 五 十 前後 の 老人 が 、 不 図 手 を 止 とどめ て 珠 へ 指 ざし を し ながら 、 「 エー 六 五 七 十 の 二 … … で も なし と エー 六 五 」 ト 天下 の 安危 この 一挙 に 在り と 言 ッ た 様 な 、 さも 心配 そう な 顔 を 振 揚げ て 、 その 癖 口 を アンゴリ 開い て 、 眼鏡 めがね 越し に ジット 文 三 の 顔 を 見 守 みつめ 、 「 ウー 八十 の 二 か 」 ト 一越 いち お つ 調子 高 な 声 を 振立て て また 一心不乱 に 弾き出す 。 余り の 可 笑 おかし さ に 堪え かね て 、 文三 は 覚え ず も 微笑 し た が 、 考え て 見れ ば 笑う 我と 笑わ れる 人 と 余り 懸隔 の ない 身の上 。 アア 曾 かつて 身 の 油 に 根気 の 心 しん を 浸し 、 眠い 眼 を 睡 ね ず し て 得 た 学力 が くり き を 、 こんな はかない 馬鹿 気 た 事 に 使う の か と 、 思え ば 悲しく 情なく 、 我 に なく ホット 太 息 と いき を 吐 つい て 、 暫 らく は 唯 茫然 ぼうぜん として つまら ぬ 者 で い た が 、 イヤイヤ これ で は なら ぬ と 心 を 取直し て 、 その 日 より 事務 に 取 懸 とり か くる 。 当座 四 五 日 は 例 の 老人 の 顔 を 見る 毎 に 嘆息 而已 のみ し て い た が 、 それ も 向う 境界 きょうがい に 移る 習い とか で 、 日 を 経る 随 まま に 苦 に も なら なく 成る 。 この 月 より 国許 の 老母 へ は 月々 仕 送 を すれ ば 母親 も 悦 よろこび 、 叔父 へ は 月賦 で 借金 済 なし を すれ ば 叔母 も 機嫌 を 直す 。 その 年 の 暮 に 一等 進ん で 本官 に なり 、 昨年 の 暑中 に は 久々 にて 帰省 する など 、 いろいろ 喜ばしき 事 が 重なれ ば 、 眉 まゆ の 皺 しわ も 自ら 伸び 、 どうやら 寿命 も 長く なっ た よう に 思わ れる 。 ここ に チト 艶 なまめい た 一 条 の お 噺 は なし が ある が 、 これ を 記 しるす 前 に 、 チョッピリ 孫 兵衛 の 長女 お 勢 の 小伝 を 伺い ましょ う 。
shimei,口惜しい 、 腹 が 立つ 。 余 よ の 事 は ともかく も 、 お 勢 の 目前 で 辱め られ た の が 口惜しい 。
shimei,古代 の 未 いまだ 曾 かつて 称揚 せ ざる 耳 馴 みみなれ ぬ 文句 を 笑う べき もの と 思い 又は 大体 を 評し 得 ず し て 枝葉 の 瑕瑾 か きん のみ を あげつらう は 批評 家 の 学識 の 浅薄 なる と その 雅 想 なき を 示す もの なり と 誰 人 に や あり けん 古人 が い い ぬ 今や 我国 の 文壇 を 見る に 雅 運 日 に 月 に 進み たれ ば に や 評論 家 ここ かしこ に 現われ たれ ど 多く は 感情 の 奴隷 に し て 我 好む 所 を 褒 ほめ 我 嫌 きらう ところ を 貶 おとす その 評判 の 塩梅 あんばい たる 上戸 じょうご の 酒 を 称し 下戸 の 牡丹餅 ぼ た もち を もてはやす に 異なら ず 淡味 家 は アライ を 可 と し 濃 味 家 は 口取 を 佳 と す 共に 真 味 を 知る 者 に あら ず 争い か で か 料理 通 の 言 なり と いう べき 就中 なかんずく 小説 の 如 ごとき は 元来 その 種類 さまざま あり て 辛酸 甘苦 いろいろ なる を 五味 を 愛憎 する 心 を もて 頭 アタマ くだし に 評し 去る は 豈 あに に 心 なき の 極 なら ず や 我 友 二 葉 亭 の 大人 うし この たび 思い 寄る 所 あり て 浮雲 という 小説 を 綴 つづり はじめ て 数 なら ぬ 主人 に も 一臂 いっ ぴをかすべしとの 頼み あり き 頼ま れ 甲斐 がい の ある べく も あら ね ど 一言 二言 の 忠告 など 思いつく まま に 申し述べ て かく て 後 大人 の 縦横 なる 筆力 も て 全く 綴ら れ し を 一 閲する に その 文章 の 巧 たくみ なる 勿論 もちろん 主人 など の 及ぶ ところ に あら ず 小説 文壇 に 新しき 光彩 を 添 なん もの は 蓋 けだし この 冊子 に ある べけれ と 感じ て 甚 はなはだ 僭越 せんえつ の 振舞 に は あれ ど 只 ただ 所 々 片言 隻句 せっ く の 穩 か なら ぬ ふし を 刪正 さん せいし て 竟 ついに 公 に する こと と なり ぬ 合作 の 名 は あれ ども その 実 四迷 大人 の 筆 に 成り ぬ 文章 の 巧 なる 所 趣向 の 面白き 所 は 総 すべて 四迷 大人 の 骨折 なり 主人 の 負う ところ は ひとり 僭越 の 咎 と が のみ 読人 乞 こう その 心して みそ な わせ 序 ついで ながら 彼 の 八犬伝 水 滸伝 す いこ でん の 如き 規 摸 の 目ざましき を 喜べる 目 を もて この 小 冊子 を 評し たまう 事 の なか らん に は 主人 は 兎 と も 角 かく も 二葉 亭 の 大人 否 小説 の 霊 が 喜ぶ べし と 云 爾
shimei,只 々 ただ 作者 に ハ つまら ぬ 事 に ハ つまら ぬ という 面白味 が 有る よう に 思わ れ た から それで 筆 を 執 ッ て み た 計り です 。
shimei,台所 へ 来 て 見る と 、 小 洋 燈 こ ランプ が 点 とぼし て は 有る が お鍋 は 居 ない 。 皿 小鉢 こ ば ちの 洗い 懸け た まま で 打捨て て 有る ところ を 見れ ば 、 急 に 用 が 出来 て 遣 つかい に でも 往 た もの か 。 「 奥 坐 舗 は 」 と 聞耳 を 引立てれ ば 、 ヒソヒソ と 私語 ささやく 声 が 聞える 。 全身 の 注意 を 耳 一 ツ に 集め て 見 た が 、 どうも 聞取 れ ない 。 ソコ で 竊 ぬすむ が 如く に 水 を 飲ん で 、 抜足 を し て 台所 を 出よ う と する と 、 忽ち 奥 坐 舗 の 障子 が サッと 開い た 。 文三 は 振 反 ふり かい ッ て 見 て 覚えず 立 止 ッ た 。 お 勢 が 開 懸 あけ かけ た 障子 に 掴 つかま ッ て 、 出る で も 無く 出 ない で も なく 、 唯 此方 こっち へ 背 を 向け て 立 在 たたずん だ まま で 坐 舗 の 裏 うち を 窺 のぞき込ん で いる 。
shimei,叱 しかる より は 謝罪 あやまる 方 が 文 三 に は 似合う と 誰 やら が 云 ッ た が 、 そう かも 知れ ない 。
shimei,困 ッ て いる 所 へ 勝手口 で 、 「 梅本 で ござい 」 。 梅本 という は 近 処 の 料理 屋 。 「 おや 家 うち で は … … 」 と お 政 は 怪しむ 、 その 顔 も 忽 たちまち 莞爾 々 々 にこにこ と な ッ た 、 昇 の 吩咐 いい つけ と わか ッ て 。
shimei,固 もと 此 小説 ハ つまら ぬ 事 を 種 に 作 ッ た もの ゆえ 、 人物 も 事実 も 皆 つまら ぬ もの のみ でしょ う が 、 それ は 作者 も 承知 の 事 です 。
shimei,国許 もと より 郵便 が 参 ッ た 。 散らし 薬 に は 崛竟 くっ きょう の 物 が 参 ッ た 。 飢え た 蒼 鷹 くまだか が 小鳥 を 抓 つかむ の は こんな 塩梅 あんばい で 有ろ う か と 思う 程 に 文三 が 手紙 を 引掴 ひっつかん で 、 封 目 ふうじ め を 押切 ッ て 、 故意 わざと 声高 こわ だ か に 読み出し た が 、 中頃 に 至 ッ て … … フト 黙し て 考え て … … また 読出し て … … また 黙し て … … また 考え て … … 遂 ついに 天 を 仰い で 轟然 ご う ぜん と 一大 笑 を 発し た 。 何 を 云う か と 思え ば 、
shimei,園田 一家 いっ け の 者 は 朝 から 観菊 行き くみ ゆき の 支度 し たく とり どり 。 晴 衣 はれ ぎ の 亘 長 ゆき たけ を 気 に し て の お 勢 の じれこみ が お 政 の 肝 癪 かん しゃく と 成 て 、 廻り の 髪結 の 来 よう の 遅い の が お鍋 の 落度 と なり 、 究竟 はては 万古 の 茶瓶 きゅうす が 生れ も 付か ぬ 欠 口 いぐち に なる やら 、 架 棚 た な の 擂鉢 すりばち が 独 手 ひとりでに 駈 出かけ だす やら 、 ヤッサモッサ 捏返 こねかえし て いる 所 へ 生憎 あや にく な 来客 、 しかも 名 打 なう て の 長尻 な がっちり で 、 アノ 只今 ただ いま から 団子 坂 へ 参ろ う と 存じ て 、 という 言葉 に まで 力瘤 ち から こ ぶ を 入れ て 見 て も 、 ま や 薬 ほど も 利き か ず 、 平気 で 済まし て 便々 と お神輿 みこし を 据 すえ て い られる 。 その じれ ッ た さ 、 もどかし さ 。 それでも 宜 よく し た もの で 、 案じる より 産む が 易く 、 客 も その 内 に 帰れ ば 髪結 も 来る 、 ソコデ 、 ソレ 支度 も 調い 、 十 一 時 頃 に は 家内 も 漸 ようやく 静ま ッ て 、 折節 に は 高 笑 が する よう に な ッ た 。
shimei,坂下 さ かじ た に 待た せ て 置 た 車 に 乗 ッ て 三 人 の 者 は これ より 上野 の 方 へ と 参 ッ た 。
shimei,奥 の 間 の 障子 を 開け て 見る と 、 果して 昇 が 遊 あそび に 来 て い た 。 しかも 傲然 ご う ぜん と 火鉢 ひ ば ちの 側 かたわら に 大 胡坐 おお あぐら を かい て い た 。 その 傍 そば に お 勢 が ベッタリ 坐 ッ て 、 何 か ツベコベ と 端 手 はしたなく 囀 さえ ず ッ て い た 。 少年 の 議論 家 は 素肌 す は だ の 上 に 上衣 うわ ぎ を 羽織 ッ て 、 仔細 し さ い らしく 首 を 傾か しげ て 、 ふかし 甘薯 いも の 皮 を 剥 むい て い 、 お 政 は 囂々 ぎょうぎょうしく 針箱 を 前 に 控え て 、 覚 束 おぼつかない 手振り で シャツ の 綻 ほころび を 縫 合わせ て い た 。
shimei,奥 坐 舗 の 長手 の 火鉢 ひ ば ちの 傍 かたわら に 年配 四 十 恰好 がっ こう の 年増 と しま 、 些 し 痩肉 やせ ぎす で 色 が 浅黒い が 、 小股 こま た の 切 上 きり あ が ッ た 、 垢 抜 あかぬけ の し た 、 何処 と も でん ぼう 肌 は だの 、 萎 すがれ て も まだ 見所 の ある 花 。 櫛巻 くし まき とかいう もの に 髪 を 取上げ て 、 小 弁慶 こ べ ん けい の 糸織 の 袷 衣 あわせ と 養老 の 浴衣 ゆかた と を 重ね た 奴 を 素肌 に 着 て 、 黒 繻子 くろ じ ゅすと 八 段 はっ た ん の 腹合わせ の 帯 を ヒッカケ に 結び 、 微酔 機嫌 ほろ え いき げん の 啣楊 枝 くわえ ようじ で いびつ に 坐 ッ て い た の は お 政 で 。 文 三 の 挨拶 あいさつ する を 見 て 、
shimei,奥 坐 舗 を 窺い て 見る と 、 杯盤狼藉 は いばん ろう ぜ き と 取散らし て ある 中 に 、 昇 が 背なか に 円 まろ く 切 抜い た 白紙 しら かみ を 張ら れ て ウロウロ と し て 立て いる 、 その 傍 そば に お 勢 と お鍋 が 腹 を 抱え て 絶 倒し て いる 、 が 、 お 政 の 姿 は カイモク 見え ない 。 顔 を 見合わし て も 「 帰 ッ た か 」 ト 云う 者 も なく 、 「 叔母さん は 」 ト 尋ね て も 返答 を する 者 も ない ので 、 文三 が 憤 々 ぷりぷり し ながら そのまま に し て 行過ぎ て しまう と 、 忽 たちまち 後 うし ろ の 方 で 、
