Date	ca	fr	ge	it	jp	uk	us
2007/1/17	1477.205	2024.274	1897.78	628.487	3213.352	1530.011	1351.271
2007/1/18	1464.781	2021.438	1894.473	628.175	3209.018	1532.145	1346.76
2007/1/19	1478.086	2040.591	1910.017	634.008	3203.832	1540.256	1350.879
2007/1/22	1474.252	2029.916	1895.507	632.847	3227.202	1537.365	1343.767
2007/1/23	1491.058	2039.235	1904.383	637.991	3234.16	1546.836	1348.655
2007/1/24	1501.67	2051.159	1913.733	641.226	3261.51	1550.59	1360.416
2007/1/25	1497.092	2042.675	1909.015	639.959	3246.781	1544.375	1345.16
2007/1/26	1498.476	2021.878	1885.644	632.03	3229.686	1525.825	1343.541
2007/1/29	1493.254	2039.76	1899.736	633.762	3231.133	1527.392	1342.4
2007/1/30	1504.107	2052.523	1919.811	635.623	3237.234	1530.76	1350.112
2007/1/31	1506.983	2045.204	1925.289	635.608	3235.268	1518.688	1359.127
2007/2/1	1527.052	2068.674	1947.494	640.614	3277.299	1548.388	1366.269
2007/2/2	1514.238	2066.438	1949.739	640.76	3268.287	1553.701	1368.902
2007/2/5	1521.347	2060.895	1940.202	639.756	3239.734	1549.319	1367.861
2007/2/6	1522.485	2064.519	1944.454	639.693	3266.487	1562.908	1369.05
2007/2/7	1515.647	2084.188	1966.272	646.065	3253.827	1569.333	1371.454
2007/2/8	1520.406	2073.878	1959.184	641.734	3226.64	1554.474	1369.859
2007/2/9	1520.812	2077.091	1962.817	643.489	3258.72	1555.344	1359.746
2007/2/12	1517.486	2054.032	1943.702	638.2	3255.778	1547.367	1354.808
2007/2/13	1543.1	2075.249	1961.698	643.73	3292.418	1550.674	1365.22
2007/2/14	1547.795	2109.553	1998.541	652.813	3326.582	1574.345	1375.786
2007/2/15	1561.532	2111.147	2001.126	653.545	3384.783	1572.123	1377.501
2007/2/16	1563.362	2104.234	1996.451	652.66	3383.742	1565.61	1376.54
2007/2/19	1560.077	2117.703	2007.93	655.276	3382.288	1570.24	1376.54
2007/2/20	1560.373	2110.568	2011.451	650.186	3376.906	1569.803	1380.838
2007/2/21	1568.85	2100.977	1996.258	643.385	3358.412	1552.436	1379.126
2007/2/22	1565.069	2102.269	2002.081	644.55	3375.818	1558.108	1377.982
2007/2/23	1570.817	2115.072	2017.621	647.11	3409.544	1570.869	1373.186
2007/2/26	1576.933	2130.335	2028.169	652.284	3429.974	1578.938	1371.379
2007/2/27	1527.01	2076.088	1977.013	637.81	3471.577	1543.973	1324.242
2007/2/28	1515.979	2045.787	1942.786	628.749	3364.836	1512.037	1331.224
2007/3/1	1506.995	2017.455	1915.038	619.396	3360.841	1497.18	1327.76
2007/3/2	1489.414	2007.892	1906.143	617.877	3341.102	1487.428	1312.143
2007/3/5	1469.687	1981.043	1875.409	608.529	3256.183	1459.139	1298.972
2007/3/6	1492.222	2000.352	1894.971	611.868	3308.91	1478.344	1319.196
2007/3/7	1502.597	2015.255	1910.642	613.662	3293.468	1487.273	1316.121
2007/3/8	1507.872	2037.212	1935.297	620.339	3333.75	1504.295	1325.45
2007/3/9	1518.151	2040.208	1935.595	618.722	3329.14	1509.918	1326.477
2007/3/12	1525.511	2036.359	1946.019	619	3366.794	1505.041	1330.21
2007/3/13	1495.532	2014.736	1922.802	614.48	3352.665	1490.292	1303.413
2007/3/14	1489.27	1968.123	1875.738	601.021	3269.634	1452.451	1311.669
2007/3/15	1495.132	2008.435	1918.492	611.889	3283.794	1486.616	1316.857
2007/3/16	1490.855	2015.918	1926.978	613.573	3264.911	1490.614	1311.852
2007/3/19	1512.205	2041.852	1953.714	622.382	3280.255	1508.13	1326.456
2007/3/20	1522.184	2057.054	1962.886	622.309	3315.158	1525.275	1334.966
2007/3/21	1552.248	2061.232	1967.991	626.031	3300.95	1536.258	1357.69
2007/3/22	1548.357	2103.24	2018.077	641.181	3349.788	1557.003	1357.21
2007/3/23	1557.573	2107.159	2023.273	642.19	3369.012	1558.674	1358.358
2007/3/26	1564.855	2091.745	2005.765	636.653	3365.101	1552.001	1359.502
2007/3/27	1556.91	2097.059	2017.897	637.074	3332.216	1549.807	1351.061
2007/3/28	1556.543	2086.884	2006.909	635.752	3346.662	1543.738	1340.377
2007/3/29	1560.953	2110.619	2026.153	642.646	3306.196	1555.366	1345.194
2007/3/30	1554.946	2108.763	2027.862	641.659	3303.138	1550.598	1343.991
2007/4/2	1565.564	2124.074	2044.472	649.474	3251.375	1566.605	1347.786
2007/4/3	1577.495	2148.576	2075.643	655.388	3268.797	1579.774	1360.396
2007/4/4	1586.376	2158.149	2082.629	655.615	3323.747	1578.314	1361.978
2007/4/5	1593.465	2170.838	2095.761	659.418	3304.705	1581.957	1366.119
2007/4/6	1593.465	2170.838	2095.761	659.418	3296.904	1581.957	1366.119
2007/4/9	1598.609	2159.528	2084.843	655.983	3317.212	1573.975	1366.932
2007/4/10	1596.971	2180.01	2117.631	665.914	3317.812	1587.792	1370.359
2007/4/11	1596.476	2172.744	2113.517	664.186	3317.613	1591.211	1361.118
2007/4/12	1620.432	2180.254	2117.827	665.639	3301.387	1591.839	1369.412
2007/4/13	1629.195	2197.89	2139.998	670.313	3251.705	1605.717	1374.179
2007/4/16	1646.198	2230.222	2182.692	678.587	3279.995	1624.614	1388.739
2007/4/17	1644.959	2233.042	2190.435	680.164	3278.393	1632.404	1391.613
2007/4/18	1654.573	2226.16	2173.733	678.168	3333.879	1620.688	1392.356
2007/4/19	1637.479	2227.229	2159.587	674.496	3287.58	1615.983	1390.037
2007/4/20	1653.531	2263.803	2186.668	682.534	3277.179	1627.383	1402.565
2007/4/23	1648.711	2251.696	2180.188	677.965	3274.793	1623.62	1399.696
2007/4/24	1645.843	2249.423	2168.979	677.783	3280.682	1612.279	1399.328
2007/4/25	1664.892	2276.815	2196.114	686.943	3240.727	1623.184	1413.053
2007/4/26	1648.014	2265.981	2200.631	686.088	3248.216	1613.668	1412.399
2007/4/27	1661.984	2269.05	2199.224	685.422	3238.96	1609.691	1412.089
2007/4/30	1647.72	2277.723	2203.62	686.832	3237.74	1615.566	1400.303
2007/5/1	1641.331	2269.211	2195.385	684.266	3215.553	1608.181	1404.189
2007/5/2	1664.624	2280.137	2208.609	685.54	3227.023	1616.54	1413.813
2007/5/3	1681.016	2278.654	2202.262	681.382	3221.124	1627.875	1419.612
2007/5/4	1688.935	2305.562	2207.169	686.697	3224.071	1648.352	1422.467
2007/5/7	1708.902	2311.926	2214.458	688.76	3288.973	1651.538	1425.822
2007/5/8	1711.951	2281.07	2173.862	679.375	3289.463	1633.268	1424.207
2007/5/9	1707.421	2291.826	2184.987	684.068	3318.938	1638.067	1429.068
2007/5/10	1700.522	2271.603	2160.483	675.57	3282.155	1620.68	1409.139
2007/5/11	1711.905	2286.229	2176.559	679.375	3265.58	1628.775	1422.89
2007/5/14	1711.01	2279.005	2173.763	680.494	3277.259	1625.096	1419.985
2007/5/15	1728.842	2296.515	2195.599	689.552	3246.861	1631.558	1417.687
2007/5/16	1735.042	2280.448	2186.15	685.175	3236.464	1628.063	1429.527
2007/5/17	1751.966	2270.045	2178.037	683.763	3213.167	1627.559	1427.924
2007/5/18	1763.123	2299.189	2208.691	689.726	3196.506	1641.523	1437.134
2007/5/21	1772.554	2288.573	2205.053	674.63	3214.882	1636.391	1439.882
2007/5/22	1769.46	2291.437	2217.98	672.162	3256.524	1632.465	1439.542
2007/5/23	1780.278	2306.675	2243.894	677.841	3269.536	1646.854	1437.466
2007/5/24	1753.943	2271.282	2222.203	665.448	3268.178	1631.696	1423.038
2007/5/25	1767.82	2278.646	2230.076	667.37	3220.846	1631.535	1430.889
2007/5/28	1772.838	2283.825	2230.076	669.696	3237.115	1631.535	1430.889
2007/5/29	1771.463	2283.544	2247.24	667.804	3259.089	1637.318	1433.867
2007/5/30	1782.81	2268.622	2233.408	665.084	3255.109	1629.915	1445.634
2007/5/31	1785.708	2296.97	2271.477	667.73	3289.888	1637.136	1446.191
2007/6/1	1803.037	2312.514	2294.607	664.873	3308.448	1651.574	1451.593
2007/6/4	1817.417	2310.157	2303.938	663.669	3325.644	1658.128	1454.541
2007/6/5	1810.524	2298.699	2296.728	668.234	3336.505	1651.831	1446.745
2007/6/6	1786.528	2254.43	2236.243	657.573	3356.88	1623.302	1433.594
2007/6/7	1752.045	2215.221	2198.901	650.109	3345.515	1609.465	1408.036
2007/6/8	1766.66	2195.155	2174.045	641.836	3293.926	1598.454	1424.112
2007/6/11	1769.544	2214.284	2205.395	642.79	3299.486	1612.479	1425.466
2007/6/12	1752.894	2192.056	2192.343	639.108	3283.705	1606.74	1410.496
2007/6/13	1767.438	2203.878	2190.726	642.561	3256.567	1615.483	1431.644
2007/6/14	1784.039	2246.228	2238.474	653.456	3260.458	1635.245	1438.727
2007/6/15	1810.485	2276.719	2298.002	663.567	3274.267	1661.252	1448.226
2007/6/18	1799.231	2274.753	2304.736	658.599	3300.535	1657.337	1446.467
2007/6/19	1807.257	2271.637	2306.225	661.417	3296.049	1649.225	1449.007
2007/6/20	1784.487	2279.053	2323.464	661.174	3295.582	1653.224	1429.475
2007/6/21	1790.805	2250.527	2283.758	654.414	3305.081	1638.682	1438.19
2007/6/22	1782.244	2251.218	2284.887	651.432	3273.348	1634.886	1420.231
2007/6/25	1756.545	2247.977	2283.494	651.898	3259.839	1640.563	1414.956
2007/6/26	1737.304	2229.64	2263.292	644.907	3277.882	1635.711	1410.297
2007/6/27	1743.802	2221.234	2241.495	640.532	3244.792	1626.321	1423.216
2007/6/28	1753.572	2251.478	2282.837	645.694	3247.28	1642.281	1422.576
2007/6/29	1779.528	2275.981	2313.728	651.318	3280.023	1653.848	1420.267
2007/7/2	1796.927	2285.636	2322.543	658.029	3323.18	1656.003	1435.752
2007/7/3	1801.56	2299.22	2347.997	663.263	3326.853	1671.537	1440.697
2007/7/4	1807.69	2311.629	2358.843	664.057	3320.371	1679.165	1440.697
2007/7/5	1808.35	2295.116	2331.456	657.377	3324.79	1665.665	1441.631
2007/7/6	1830.593	2316.613	2354.297	662.223	3299.015	1681.09	1446.848
2007/7/9	1836.69	2317.769	2363.221	666.242	3321.125	1687.756	1447.627
2007/7/10	1826.208	2300.853	2346.848	662.76	3347.841	1674.671	1427.063
2007/7/11	1820.817	2303.575	2336.009	661.25	3313.649	1678.631	1434.81
2007/7/12	1864.746	2340.716	2380.345	666.099	3287.897	1694.078	1461.32
2007/7/13	1884.191	2347.036	2391.56	669.303	3335.321	1701.848	1466.058
2007/7/16	1871.744	2347.775	2393.577	670.905	3339.966	1700.653	1463.551
2007/7/17	1878.539	2338.874	2373.85	667.723	3325.451	1697.359	1464.003
2007/7/18	1908.658	2304.17	2336.251	663.663	3299.734	1681.093	1460.785
2007/7/19	1915.33	2333.946	2367.354	670.004	3311.436	1697.87	1467.371
2007/7/20	1908.824	2296.316	2335.269	660.757	3351.483	1689.082	1449.742
2007/7/23	1890.976	2312.996	2353.535	663.844	3313.849	1700.029	1456.331
2007/7/24	1844.667	2275.668	2314.508	652.056	3348.055	1670.521	1427.551
2007/7/25	1841.711	2230.087	2260.559	639.892	3336.259	1648.736	1433.273
2007/7/26	1797.542	2168.491	2206.583	626.998	3331.093	1594.408	1400.051
2007/7/27	1772.485	2147.543	2183.423	621.993	3272.735	1574.33	1378.397
2007/7/30	1772.295	2153.652	2189.961	622.004	3292.551	1567.416	1392.353
2007/7/31	1773.671	2193.958	2229.013	632.644	3273.24	1611.747	1374.905
2007/8/1	1759.155	2154.504	2196.354	619.205	3216.651	1582.745	1384.052
2007/8/2	1789.625	2164.93	2213.98	624.145	3206.614	1597.515	1390.647
2007/8/3	1752.637	2148.293	2200.446	623.256	3234.01	1584.349	1354.209
2007/8/6	1754.468	2125.632	2206.102	620.768	3239.295	1569.162	1385.672
2007/8/7	1750.912	2153.229	2219.877	630.681	3211.195	1591.099	1394.711
2007/8/8	1790.76	2212.422	2255.75	644.791	3195.007	1626.263	1414.934
2007/8/9	1742.189	2149.592	2194.093	630.228	3249.334	1587.637	1374.156
2007/8/10	1743.754	2079.104	2154.892	612.082	3176.694	1522.544	1373.855
2007/8/13	1743.306	2113.614	2183.13	618.036	3156.75	1561.358	1372.986
2007/8/14	1699.708	2073.477	2162.992	610.765	3178.518	1533.328	1348.262
2007/8/15	1657.792	2044.183	2149.69	606.175	3112.367	1518.348	1328.759
2007/8/16	1636.536	1965.577	2083.735	584.402	3140.042	1449.813	1331.574
2007/8/17	1686.322	2017.41	2131.506	601.16	2968.92	1502.292	1364.249
2007/8/20	1697.872	2026.253	2136.141	602.401	3034.805	1505.543	1364.329
2007/8/21	1715.489	2035.824	2143.608	603.486	3100.722	1504.844	1366.433
2007/8/22	1739.216	2077.892	2173.145	614.895	3074.15	1538.158	1382.586
2007/8/23	1752.392	2089.433	2187.119	619.945	3136.182	1549.303	1381.112
2007/8/24	1762.121	2118.161	2196.603	626.54	3131.216	1559.521	1396.875
2007/8/27	1757.579	2126.392	2191.065	626.603	3131.611	1563.247	1384.997
2007/8/28	1711.775	2082.292	2173.003	614.537	3154.576	1530	1352.677
2007/8/29	1742.208	2100.028	2175.656	619.567	3096.877	1541.822	1382.099
2007/8/30	1743.45	2126.156	2198.366	624.365	3099.365	1562.688	1376.873
2007/8/31	1771.194	2152.99	2232.706	629.871	3176.579	1587.375	1392.879
2007/9/3	1780.789	2146.364	2233.355	630.399	3171.223	1590.817	1392.879
2007/9/4	1792.48	2150.939	2250.558	630.016	3143.732	1600.948	1407.805
2007/9/5	1783.57	2113.875	2222.851	617.763	3115.646	1581.915	1392.201
2007/9/6	1796.033	2130.009	2238.966	621.344	3119.581	1594.46	1397.804
2007/9/7	1776.82	2085.292	2196.446	610.183	3142.379	1566.453	1374.286
2007/9/10	1768.162	2071.62	2181.649	610.883	3080.682	1554.524	1372.158
2007/9/11	1794.801	2113.364	2213.2	619.559	3073.3	1591.878	1390.77
2007/9/12	1814.804	2130.907	2227.513	624.771	3064.356	1598.734	1390.668
2007/9/13	1835.052	2151.843	2245.791	631.093	3022.795	1609.861	1402.268
2007/9/14	1837.235	2138.826	2231.681	625.728	3079.083	1579.216	1402.671
2007/9/17	1839.985	2099.926	2223.863	619.934	3080.421	1545.056	1395.173
2007/9/18	1878.58	2142.089	2253.189	630.29	2992.474	1565.201	1435.52
2007/9/19	1880.874	2225.908	2322.527	648.225	3095.934	1610.298	1443.968
2007/9/20	1893.263	2230.93	2339.709	648.898	3143.444	1614.74	1434.424
2007/9/21	1909.618	2238.895	2360.153	648.926	3092.756	1627.388	1441.077
2007/9/24	1909.61	2234.781	2356.448	649.65	3104.592	1629.341	1434.005
2007/9/25	1915.416	2219.777	2353.556	646.512	3154.301	1606.839	1433.752
2007/9/26	1910.217	2237.135	2363.535	652.287	3132.533	1615.097	1441.278
2007/9/27	1931.057	2258.99	2384.804	653.484	3212.017	1636.448	1447.769
2007/9/28	1941.287	2263.935	2398.663	653.455	3233.927	1642.141	1443.577
2007/10/1	1958.694	2289.453	2421.305	663.086	3214.292	1657.298	1462.705
2007/10/2	1940.66	2285.393	2413.497	659.409	3254.816	1655.137	1462.611
2007/10/3	1930.494	2287.531	2417.385	658.677	3276.067	1660.726	1455.768
2007/10/4	1940.024	2284.799	2411.745	660.491	3265.921	1667.516	1459.002
2007/10/5	1991.27	2301.618	2435.066	664.347	3261.065	1679.139	1473.285
2007/10/8	1982.177	2285.629	2413.314	658.652	3236.657	1662.053	1468.49
2007/10/9	1988.485	2301.969	2420.184	666.121	3256.741	1676.95	1480.242
2007/10/10	1992.992	2306.017	2435.938	666.642	3251.327	1689.223	1478.457
2007/10/11	2003.462	2328.45	2466.436	672.234	3276.116	1707.343	1470.742
2007/10/12	2012.107	2309.517	2458.697	671.037	3247.332	1705.476	1478.114
2007/10/15	2002.661	2303.23	2445.371	664.33	3241.094	1690.646	1465.466
2007/10/16	1979.862	2277.818	2427.266	658.992	3204.279	1674.604	1455.425
2007/10/17	2001.651	2300.575	2443.096	657.99	3153.378	1695.063	1458.02
2007/10/18	2014.937	2292.8	2435.756	656.752	3213.415	1684.423	1456.816
2007/10/19	1989.509	2276.83	2418.89	655.566	3180.862	1664.01	1419.485
2007/10/22	1969.236	2228.846	2373.768	640.358	3146.158	1632.449	1426.043
2007/10/23	2000.764	2261.497	2406.954	647.155	3142.54	1663.229	1438.473
2007/10/24	1992.802	2248.329	2401.189	643.385	3144.981	1653.417	1435.016
2007/10/25	2004.055	2293.733	2446.268	655.229	3104.729	1679.183	1433.403
2007/10/26	2042.838	2320.595	2468.359	663.435	3166.49	1701.178	1453.069
2007/10/29	2079.045	2340.263	2492.206	666.49	3220.138	1719.435	1458.855
2007/10/30	2063.092	2325.378	2486.377	667.726	3215.125	1712.343	1449.15
2007/10/31	2120.963	2350.367	2510.302	675.273	3220.776	1737.313	1466.404
2007/11/1	2081.502	2300.224	2461.262	660.697	3266.047	1707.158	1428.512
2007/11/2	2114.763	2303.163	2460.081	662.476	3197.091	1692.704	1429.432
2007/11/5	2104.232	2287.003	2442.449	657.831	3153.625	1675.222	1421.838
2007/11/6	2144.627	2307.45	2463.6	661.361	3153.996	1683.608	1439.194
2007/11/7	2128.426	2314.637	2474.51	664.444	3150.827	1673.447	1397.881
2007/11/8	2105.521	2298.054	2483.099	653.548	3084.45	1675.096	1396.549
2007/11/9	2031.199	2250.881	2476.015	640.932	3094.54	1644.329	1376.488
2007/11/12	1941.622	2233.116	2445.89	640.626	3053.288	1624.653	1361.686
2007/11/13	1961.362	2245.305	2445.092	648.117	3024.697	1641.939	1401.375
2007/11/14	1983.46	2290.379	2463.975	654.487	3079.82	1653.766	1391.399
2007/11/15	1901.192	2255.289	2415.578	649.518	3091.295	1618.484	1373.582
2007/11/16	1907.734	2240.393	2396.849	652.397	3042.291	1601.484	1380.9
2007/11/19	1870.472	2206.05	2362.479	638.68	3025.041	1561.975	1357.132
2007/11/20	1883.508	2254.812	2420.071	649.617	3055.672	1598.374	1362.511
2007/11/21	1849.209	2208.773	2387.399	642.114	3036.803	1551.854	1341.422
2007/11/22	1869.16	2225.556	2403.261	643.911	3031.71	1577.792	1341.422
2007/11/23	1876.546	2263.13	2411.73	652.452	3047.29	1599.667	1363.259
2007/11/26	1862.139	2245.382	2407.139	648.928	3104.611	1589.003	1332.487
2007/11/27	1858.119	2237.776	2398.877	649.352	3117.134	1578.241	1351.904
2007/11/28	1899.477	2274.253	2446.329	657.414	3069.199	1621.764	1389.968
2007/11/29	1899.891	2292.374	2462.325	659.946	3160.091	1625.406	1390.901
2007/11/30	1882.621	2308.095	2479.117	662.639	3161.211	1638.644	1401.262
2007/12/3	1875.241	2289.479	2463.591	658.956	3171.014	1635.283	1393.51
2007/12/4	1848.97	2269.599	2467.839	658.217	3160.057	1608.677	1384.493
2007/12/5	1867.064	2299.526	2495.907	664.6	3144.606	1629.347	1405.236
2007/12/6	1879.437	2299.103	2487.37	663.494	3188.612	1625.447	1426.523
2007/12/7	1894.356	2323.448	2511.042	668.479	3200.861	1646.507	1424.86
2007/12/10	1906.11	2344.436	2533.34	674.197	3192.08	1662.258	1435.749
2007/12/11	1864.771	2331.946	2522.125	670.757	3215.03	1650.028	1399.699
2007/12/12	1880.12	2337.304	2538.916	670.53	3173.671	1660.904	1407.758
2007/12/13	1857.558	2263.811	2477.678	656.271	3093.125	1605.017	1409.37
2007/12/14	1849.171	2243.024	2455.776	649.791	3030.151	1599.362	1390.097
2007/12/17	1831.803	2196.974	2405.315	637.219	2976.498	1566.018	1369.016
2007/12/18	1820.795	2198.007	2418.251	638.279	2969.682	1569.147	1377.231
2007/12/19	1839.69	2190.463	2409.193	633.142	2941.877	1559.254	1375.863
2007/12/20	1850.758	2189.585	2412.47	629.073	2958.332	1557.919	1383.446
2007/12/21	1887.721	2230.019	2458.177	634.83	2959.198	1581.998	1406.054
2007/12/24	1911.419	2240.056	2463.65	636.244	2947.037	1587.35	1417.294
2007/12/25	1911.419	2240.056	2463.65	636.244	3005.182	1587.35	1417.294
2007/12/26	1920.848	2255.453	2480.584	640.617	3034.827	1592.61	1418.457
2007/12/27	1920.807	2270.778	2501.969	647.068	3015.529	1601.167	1398.427
2007/12/28	1951.056	2292.472	2535.227	656.715	2996.842	1600.041	1400.261
2007/12/31	1930.055	2275.125	2520.744	652.963	3034.398	1593.358	1390.914
2008/1/1	1930.055	2275.125	2520.744	652.963	3034.398	1593.358	1390.914
2008/1/2	1925.41	2266.031	2501.386	649.365	3088.587	1574.9	1371.474
2008/1/3	1939.844	2261.222	2485.331	649.853	3095.355	1581.846	1371.138
2008/1/4	1893.262	2225.324	2459.105	641.711	2998.752	1551.276	1337.072
2008/1/7	1867.1	2214.725	2446.515	642.673	2941.957	1547.901	1340.624
2008/1/8	1870.476	2232.146	2458.995	642.032	2939.137	1551.191	1315.833
2008/1/9	1860.294	2196.086	2425.001	635.943	2988.024	1518.26	1332.908
2008/1/10	1860.141	2188.151	2413.024	638.378	2938.739	1505.157	1343.206
2008/1/11	1844.601	2184.368	2423.131	642.393	2901.051	1501.317	1324.88
2008/1/14	1857.675	2214.546	2446.718	648.449	2928.18	1506.256	1339.42
2008/1/15	1803.506	2146.5	2389.249	633.151	2907.863	1469.64	1306.131
2008/1/16	1755.885	2112.75	2328.737	625.55	2804.105	1445.704	1298.604
2008/1/17	1712.863	2089.102	2311.66	618.606	2856.058	1445.76	1261.026
2008/1/18	1709.877	2053.537	2271.901	608.938	2879.052	1428.945	1253.598
2008/1/21	1621.87	1897.773	2089.157	572.167	2808.328	1345.379	1253.598
2008/1/22	1703.289	1959.228	2109.991	582.971	2620.72	1396.656	1239.993
2008/1/23	1702.115	1872.249	2004.003	557.355	2713.375	1357.107	1266.171
2008/1/24	1760.907	2004.278	2144.995	584.624	2761.481	1437.132	1279.994
2008/1/25	1772.347	1989.397	2142.291	583.786	2876.215	1442.688	1259.864
2008/1/28	1788.526	1989.698	2154.509	588.153	2772.2	1426.529	1282.352
2008/1/29	1806.756	2025.096	2178.619	592.123	2846.202	1450.922	1290.049
2008/1/30	1804.096	1999.116	2171.953	588.855	2816.112	1440.873	1283.311
2008/1/31	1804.542	2000.23	2167.342	589.516	2895.583	1450.399	1304.908
2008/2/1	1842.009	2048.877	2209.107	595.962	2877.066	1473.243	1321.782
2008/2/4	1839.548	2048.263	2219.855	597.73	2923.822	1478.041	1308.075
2008/2/5	1774.108	1944.915	2118.325	572.225	2900.473	1430.277	1266.774
2008/2/6	1769.58	1961.705	2146.979	576.727	2782.216	1428.568	1256.817
2008/2/7	1764.354	1903.235	2086.552	560.559	2800.824	1379.08	1266.4
2008/2/8	1797.029	1898.016	2095.782	557.39	2737.771	1396.336	1261.959
2008/2/11	1807.761	1886.879	2087.474	552.265	2755.594	1379.304	1269.705
2008/2/12	1812.45	1962.927	2176.135	572.916	2741.324	1437.212	1278.265
2008/2/13	1832.42	1965.886	2176.583	576.112	2721.368	1432.019	1295.871
2008/2/14	1831.733	1975.109	2182.108	579.07	2824.438	1438.394	1278.403
2008/2/15	1821.192	1949.991	2150.412	571.766	2845.067	1409.119	1279.244
2008/2/18	1811.612	1980.264	2188.103	576.929	2826.915	1439.051	1279.244
2008/2/19	1835.036	2003.74	2212.273	583.096	2871.594	1444.663	1278.241
2008/2/20	1838.32	1966.355	2165.162	573.565	2766.936	1418.631	1288.941
2008/2/21	1844.414	2006.311	2189.407	579.32	2847.994	1442.022	1272.551
2008/2/22	1853.101	1996.747	2163.969	572.403	2833.615	1435.756	1282.354
2008/2/25	1895.101	2038.994	2189.883	581.218	2876.278	1465.131	1300.475
2008/2/26	1928.978	2069.15	2229.637	591.595	2876.562	1489.324	1309.416
2008/2/27	1939.463	2095.945	2264.596	601.499	2941.142	1499.113	1307.65
2008/2/28	1967.328	2064.137	2231.513	597.016	2933.32	1472.088	1296.189
2008/2/29	1913.504	2033.343	2195.87	588.296	2914.739	1450.693	1261.497
2008/3/3	1887.075	2016.486	2180.616	581.774	2812.831	1430.654	1262.152
2008/3/4	1875.236	1993.533	2140.552	573.33	2819.008	1421.077	1257.755
2008/3/5	1895.344	2034.819	2191.371	588.458	2785.908	1444.376	1264.729
2008/3/6	1872.37	2011.22	2174.938	580.952	2859.398	1436.443	1236.874
2008/3/7	1857.147	1984.701	2147.077	568.829	2769.255	1423.493	1226.26
2008/3/10	1796.75	1962.077	2124.478	562.765	2746.11	1407.54	1206.559
2008/3/11	1851.376	1983.309	2145.23	572.265	2742.58	1413.631	1251.234
2008/3/12	1853.983	2034.296	2193.09	578.257	2800.767	1447.171	1240.767
2008/3/13	1886.474	2014.976	2173.299	572.563	2759.998	1432.414	1247.72
2008/3/14	1853.053	2003.162	2162.014	568.165	2719.408	1415.545	1222.131
2008/3/17	1788.927	1951.722	2089.165	554.663	2703.446	1342.163	1210
2008/3/18	1825.642	2019.245	2163.439	571.147	2697.744	1403.505	1260.684
2008/3/19	1748.177	1987.812	2130.849	555.354	2743.238	1364.274	1230.015
2008/3/20	1717.737	1949.057	2083.761	537.934	2758.929	1349.787	1258.702
2008/3/21	1717.737	1949.057	2083.761	537.934	2809.503	1349.787	1258.702
2008/3/24	1765.532	1946.276	2080.788	537.167	2764.085	1351.83	1278.713
2008/3/25	1811.379	2042.489	2176.056	564.134	2829.713	1410.527	1282.821
2008/3/26	1820.306	2059.133	2190.218	567.165	2844.883	1404.728	1272.078
2008/3/27	1827.612	2083.419	2227.684	575.574	2795.521	1425.26	1257.448
2008/3/28	1800.311	2068.088	2215.589	574.75	2841.078	1405.06	1247.333
2008/3/31	1804.201	2084.27	2219.303	576.444	2772.671	1406.757	1254.78
2008/4/1	1809.11	2117.108	2243.233	583.827	2746.952	1436.161	1299.179
2008/4/2	1840.755	2139.491	2260.768	595.158	2846.547	1455.958	1297.026
2008/4/3	1863.187	2129.543	2254.629	595.783	2898.881	1458.881	1299.068
2008/4/4	1881.603	2150.551	2279.199	604.581	2894.588	1471.431	1300.618
2008/4/7	1885.694	2166.705	2293.155	608.525	2906.786	1484.104	1302.59
2008/4/8	1881.031	2151.566	2274.449	609.207	2855.024	1461.365	1296.646
2008/4/9	1872.632	2144.382	2268.622	611.781	2817.561	1464.283	1285.818
2008/4/10	1898.898	2138.484	2258.667	610.347	2823.656	1462.995	1292.376
2008/4/11	1861.638	2115.022	2231.88	605.723	2889.82	1440.229	1265.884
2008/4/14	1871.935	2103.989	2220.309	599.09	2824.098	1433.773	1261.741
2008/4/15	1891.432	2106.066	2225.866	596.547	2830.626	1436.276	1267.356
2008/4/16	1955.638	2159.841	2286.923	611.512	2866.953	1479.941	1296.438
2008/4/17	1940.616	2157.168	2270.484	607.744	2888.106	1471.884	1296.862
2008/4/18	1963.017	2175.236	2290.96	613.842	2855.056	1499.786	1319.89
2008/4/21	1985.355	2178.92	2301.9	615.697	2959.07	1486.222	1318.373
2008/4/22	1974.829	2170.44	2295.959	615.086	2909.935	1490.617	1307.052
2008/4/23	1925.722	2187.726	2306.122	610.476	2904.917	1491.121	1310.742
2008/4/24	1915.708	2156.223	2285.893	606.756	2878.079	1476.75	1318.563
2008/4/25	1943.573	2171.834	2295.337	613.06	2946.884	1499.465	1327.207
2008/4/28	1930.694	2184.404	2299.404	610.92	2983.759	1504.784	1325.764
2008/4/29	1897.516	2164.082	2280.048	607.739	3016.089	1486.583	1320.085
2008/4/30	1897.516	2164.082	2280.048	607.739	3016.089	1486.583	1320.085
